New_Combination,Global_Accuracy(%),Global_DataVolume,Global_Latency_Sum(ms),Global_RoundTime_Max(ms),Computation_Time(ms)
C3-C5-C6-C8-C19,17.910000681877136,13992,9975.152730941772,2048.349380493164,14166.652917861938
C1-C2-C7-C21-C24,33.649998903274536,13990,9988.399267196655,2062.375068664551,14140.949010848999
C2-C5-C10-C18-C20,31.40999972820282,13979,9896.226406097412,2007.906436920166,13978.890657424927
C3-C5-C6-C10-C18,23.829999566078186,13986,10014.029026031494,2021.1710929870605,13974.592685699463
C1-C3-C4-C7-C21,37.81999945640564,13995,9825.300216674805,2014.1596794128418,13901.272773742676
C7-C8-C9-C18-C19,31.720000505447388,13991,9839.057207107544,2011.958360671997,13842.96703338623
C1-C6-C8-C21-C22,17.68999993801117,13987,9774.964570999146,2002.1038055419922,13871.116399765015
C4-C5-C7-C16-C19,27.379998564720154,13991,9717.627048492432,2006.0598850250244,13901.503086090088
C6-C9-C10-C17-C24,18.400000035762787,13986,9736.143112182617,1981.3659191131592,13742.93065071106
C8-C9-C10-C21-C25,19.3900004029274,13991,9735.922813415527,1961.866855621338,13643.24164390564
C5-C9-C10-C21-C23,40.939998626708984,13995,9697.864532470703,1992.0580387115479,13606.369018554688
C6-C8-C10-C22-C23,38.690000772476196,13982,9692.102670669556,1963.1309509277344,13700.32024383545
C6-C8-C9-C10-C22,32.51999914646149,13982,9672.736167907715,1999.720573425293,13683.06279182434
C1-C4-C9-C18-C23,35.760000348091125,13990,9593.233823776245,1977.9255390167236,13632.924318313599
C1-C7-C8-C15-C16,16.23000055551529,13992,9620.90539932251,1959.1033458709717,13554.177522659302
C1-C2-C3-C5-C15,27.75999903678894,13995,9753.344774246216,1992.2714233398438,13716.886043548584
C2-C6-C10-C16-C22,18.18999946117401,13977,9736.538171768188,1951.683759689331,13617.940664291382
C3-C4-C7-C10-C15,28.49999964237213,13990,9692.010164260864,1975.8250713348389,13784.73448753357
C2-C4-C7-C17-C19,26.249998807907104,13990,9594.499349594116,1960.7799053192139,13631.923913955688
C5-C7-C9-C16-C25,32.96999931335449,13996,9585.860013961792,1952.0254135131836,13576.818227767944
C3-C6-C7-C15-C16,13.78999948501587,13992,9842.708826065063,1992.4731254577637,13847.323179244995
C3-C4-C5-C15-C18,23.93999993801117,13990,9750.474214553833,1974.6668338775635,13820.945978164673
C4-C8-C9-C10-C25,34.450000524520874,13986,16151.977062225342,8410.885334014893,20203.975677490234
C3-C5-C7-C17-C25,38.71000111103058,14000,9745.814323425293,2139.4519805908203,13458.72187614441
C1-C6-C9-C16-C17,14.949999749660492,13992,10579.1757106781,2316.991090774536,14996.621370315552
C3-C6-C9-C17-C18,34.92000102996826,13991,11088.428735733032,2391.300678253174,15324.687004089355
C2-C5-C9-C17-C23,31.850001215934753,13995,10802.771091461182,2383.234739303589,15462.231159210205
C4-C5-C6-C16-C24,41.49999916553497,13982,11222.748517990112,2655.5633544921875,15867.883443832397
C1-C2-C4-C6-C17,34.00999903678894,13986,11030.369520187378,2387.4409198760986,15318.094253540039
C1-C5-C9-C16-C17,52.42000222206116,13996,11193.175554275513,2382.2407722473145,15408.340692520142
C2-C8-C9-C17-C23,37.16000020503998,13991,10843.482255935669,2379.4913291931152,15282.855033874512
C1-C5-C7-C15-C25,37.4099999666214,14000,10582.732439041138,2348.371744155884,15132.418155670166
C3-C6-C9-C10-C17,30.219998955726624,13991,10665.173292160034,2347.6245403289795,15255.711078643799
C3-C8-C10-C17-C22,25.529998540878296,13986,10696.44284248352,2363.548517227173,15135.912418365479
C1-C3-C7-C20-C23,19.439999759197235,13994,10231.39500617981,2179.857015609741,14659.265995025635
C3-C6-C8-C17-C24,33.469998836517334,13987,10835.526943206787,2263.5793685913086,15160.902261734009
C4-C5-C10-C18-C22,40.00000059604645,13980,10645.357608795166,2317.8067207336426,15110.414981842041
C1-C4-C6-C7-C24,40.11000096797943,13986,10694.971084594727,2306.0152530670166,15053.597450256348
C5-C6-C10-C16-C19,41.24000072479248,13987,10919.211626052856,2342.754125595093,15144.086360931396
C3-C4-C8-C16-C25,26.600000262260437,13987,10327.739000320435,2261.9333267211914,14800.699949264526
C2-C4-C5-C7-C15,52.2599995136261,13990,10787.787199020386,2312.714099884033,14997.753858566284
C3-C4-C6-C10-C23,37.630000710487366,13986,10596.042394638062,2266.270875930786,15134.620904922485
C7-C8-C10-C18-C25,25.459998846054077,13986,10407.977104187012,2262.2015476226807,14551.215410232544
C5-C6-C10-C17-C22,29.249998927116394,13986,10488.947868347168,2325.913667678833,14931.1683177948
C3-C4-C9-C10-C20,26.409998536109924,13984,10539.783000946045,2338.1712436676025,14881.249904632568
C1-C4-C6-C10-C25,41.60999953746796,13986,10748.605728149414,2325.6208896636963,15333.650827407837
C1-C3-C9-C17-C20,36.559998989105225,13994,10555.90295791626,2358.635425567627,15074.92208480835
C1-C3-C9-C22-C23,39.93000090122223,13995,10440.000772476196,2214.4834995269775,14764.581203460693
C2-C6-C8-C19-C25,44.269999861717224,13987,10871.474742889404,2331.83217048645,14952.651023864746
C3-C6-C10-C18-C25,41.359999775886536,13986,10616.392850875854,2308.2902431488037,23169.522762298584
C1-C2-C5-C6-C25,24.10999983549118,13991,11471.92406654358,2530.1506519317627,15989.047765731812
C1-C2-C4-C17-C24,40.459999442100525,13985,10975.57282447815,2421.875476837158,15569.881439208984
C4-C5-C7-C9-C25,30.219998955726624,13995,10956.76064491272,2383.3956718444824,15775.497436523438
C2-C3-C4-C17-C25,27.649998664855957,13990,10773.431062698364,2342.766761779785,15510.775566101074
C6-C9-C10-C20-C22,34.86999869346619,13980,10760.631561279297,2331.2110900878906,15060.640335083008
C1-C4-C5-C20-C22,37.18999922275543,13984,10877.282619476318,2300.0407218933105,15635.399580001831
C3-C5-C10-C21-C22,30.630001425743103,13990,11020.089387893677,2385.125160217285,15547.835350036621
C1-C3-C4-C5-C23,32.48000144958496,13995,10898.370265960693,2351.128101348877,15346.140146255493
C5-C8-C10-C23-C25,26.71000063419342,13991,11158.324718475342,2373.542070388794,15382.06696510315
C5-C6-C9-C24-C25,30.619999766349792,13991,10971.582651138306,2353.9583683013916,15485.682964324951
C1-C3-C9-C15-C19,33.53999853134155,14000,10681.519269943237,2227.836847305298,15253.143310546875
C1-C4-C6-C10-C18,22.059999406337738,13981,10860.35680770874,2369.55189704895,15289.30950164795
C4-C6-C7-C20-C25,24.729999899864197,13985,10273.903608322144,2153.001308441162,14972.431659698486
C1-C7-C10-C19-C20,37.85000145435333,13989,10630.25164604187,2267.6172256469727,14664.119958877563
C6-C8-C10-C17-C25,35.120001435279846,13987,10650.337934494019,2301.2309074401855,15184.99231338501
C1-C3-C6-C9-C18,33.34000110626221,13991,10864.728927612305,2369.302272796631,15352.150678634644
C1-C3-C5-C16-C23,24.83000010251999,13996,10694.595098495483,2328.4051418304443,15064.429521560669
C2-C4-C10-C21-C25,37.81999945640564,13985,10977.964639663696,2330.188274383545,15187.362670898438
C2-C3-C7-C15-C20,21.9200000166893,13989,10490.979194641113,2215.0561809539795,15154.167413711548
C1-C4-C9-C16-C19,22.059999406337738,13991,10349.470376968384,2320.204734802246,15024.967432022095
C2-C6-C8-C15-C17,28.49000096321106,13987,10603.057861328125,2290.325164794922,15053.328275680542
C1-C3-C6-C19-C22,38.06000053882599,13991,10559.340476989746,2371.2422847747803,14814.653396606445
C4-C7-C9-C18-C21,39.980000257492065,13990,10551.401138305664,2239.788293838501,15335.946798324585
C5-C6-C8-C19-C25,29.04999852180481,13992,10520.37000656128,2339.7579193115234,15170.442581176758
C2-C3-C5-C18-C24,18.44000071287155,13985,10720.673084259033,2330.4951190948486,15208.529949188232
C3-C4-C5-C9-C18,28.519999980926514,13990,10556.498050689697,2296.292543411255,15165.204048156738
C5-C8-C9-C20-C23,48.579999804496765,13990,10333.173990249634,2172.593116760254,15039.809226989746
C1-C3-C4-C5-C22,22.210000455379486,13990,11049.674272537231,2338.064432144165,15248.436450958252
C1-C3-C6-C7-C22,32.06000030040741,13991,10850.704908370972,2399.8732566833496,15165.210962295532
C2-C4-C8-C10-C21,33.730000257492065,13981,10800.199508666992,2274.5893001556396,15155.789852142334
C4-C5-C7-C8-C20,41.350001096725464,13985,10836.163759231567,2349.8892784118652,15154.311895370483
C4-C5-C10-C20-C24,45.44999897480011,13979,20592.31448173523,11261.895418167114,24988.468647003174
C1-C8-C10-C21-C25,23.309999704360962,13991,11451.296091079712,2467.592477798462,15778.448581695557
C3-C7-C10-C17-C22,36.3400012254715,13990,11518.924474716187,2432.002067565918,15734.99584197998
C4-C6-C7-C16-C20,36.4300012588501,13981,11318.498373031616,2472.822904586792,15884.842872619629
C2-C3-C9-C10-C25,31.65999948978424,13990,11177.544355392456,2395.2994346618652,15721.662998199463
C1-C2-C4-C8-C16,32.12000131607056,13982,11053.325176239014,2424.0825176239014,15685.266971588135
C2-C5-C8-C10-C15,23.759999871253967,13986,11081.595659255981,2431.926488876343,15354.564905166626
C1-C2-C4-C23-C24,27.739998698234558,13985,11366.36471748352,2413.9151573181152,15518.877029418945
C5-C8-C9-C15-C25,31.279999017715454,13996,11784.091711044312,2597.2206592559814,15929.972887039185
C1-C2-C7-C17-C18,24.070000648498535,13990,11161.42749786377,2386.378765106201,15573.240041732788
C1-C5-C7-C16-C19,33.00999999046326,13996,11015.65670967102,2387.1302604675293,15700.902223587036
C4-C5-C8-C18-C23,23.999999463558197,13986,10174.29518699646,2228.832006454468,14603.36709022522
C1-C6-C8-C9-C19,37.65999972820282,13992,11282.97233581543,2411.78035736084,15200.125455856323
C2-C4-C10-C15-C17,37.11000084877014,13985,10894.811868667603,2374.422788619995,15276.283264160156
C6-C7-C8-C17-C20,25.440001487731934,13986,10886.24358177185,2326.579809188843,15127.193450927734
C2-C3-C5-C7-C16,32.350000739097595,13991,11156.94785118103,2366.5037155151367,15456.288814544678
C4-C8-C9-C16-C23,31.779998540878296,13987,10923.789739608765,2378.0832290649414,15450.666904449463
C5-C7-C8-C15-C16,26.179999113082886,13992,10659.698009490967,2298.9368438720703,15387.961864471436
C1-C3-C9-C16-C22,20.999999344348907,13991,10842.066526412964,2363.241672515869,15231.154441833496
C1-C3-C7-C16-C25,29.64000105857849,13996,10863.57069015503,2412.8010272979736,15459.146738052368
C1-C4-C9-C17-C22,55.65999746322632,13990,10457.159280776978,2252.009153366089,15159.06834602356
C1-C3-C8-C21-C25,47.08000123500824,13996,10690.64736366272,2339.72430229187,14945.94931602478
C3-C4-C6-C7-C18,24.079999327659607,13986,10887.837171554565,2358.407735824585,15276.429891586304
C2-C5-C7-C15-C21,27.140000462532043,13995,10811.639785766602,2335.622549057007,15210.513353347778
C1-C5-C7-C16-C23,41.80999994277954,13996,10987.058877944946,2371.762752532959,15187.0756149292
C5-C6-C7-C16-C24,34.99999940395355,13987,10220.561027526855,2178.931951522827,14656.709671020508
C2-C3-C10-C20-C25,11.129999905824661,13984,10760.809659957886,2368.284225463867,15262.957334518433
C1-C3-C7-C8-C23,36.77999973297119,13996,10529.55961227417,2371.687173843384,15231.499433517456
C1-C4-C6-C10-C23,46.34000062942505,13986,10342.829704284668,2250.5385875701904,14894.76490020752
C5-C7-C10-C16-C24,39.10000026226044,13986,11010.640859603882,2324.258804321289,15142.240762710571
C6-C7-C8-C16-C19,17.71000027656555,13988,10952.588081359863,2360.3551387786865,15288.689374923706
C3-C5-C10-C16-C17,35.100001096725464,13991,11120.477437973022,2466.110944747925,15557.997703552246
C1-C4-C5-C8-C17,34.36000049114227,13991,10843.052864074707,2284.958600997925,15205.315589904785
C2-C4-C5-C6-C15,28.029999136924744,13986,10297.487020492554,2203.7601470947266,15299.522161483765
C4-C6-C8-C9-C15,27.549999952316284,13987,10583.950996398926,2349.3244647979736,14849.93863105774
C1-C2-C4-C5-C24,23.070000112056732,13985,10841.05634689331,2376.8069744110107,15377.961874008179
C1-C7-C8-C16-C22,27.75000035762787,13987,11279.495477676392,2645.4315185546875,27377.64048576355
C1-C5-C6-C20-C23,21.389999985694885,13990,11367.166757583618,2509.5198154449463,16103.133201599121
C1-C2-C3-C10-C23,26.480001211166382,13990,11331.468105316162,2500.67138671875,15768.079996109009
C3-C4-C5-C15-C23,40.25999903678894,13995,11259.913206100464,2434.788703918457,15748.032569885254
C1-C4-C5-C8-C15,41.31999909877777,13991,10327.672958374023,2233.731985092163,14987.258911132812
C3-C4-C5-C17-C20,41.65000021457672,13989,11042.786121368408,2411.0565185546875,15713.881015777588
C3-C7-C9-C10-C18,38.7800008058548,13990,11129.71544265747,2410.991668701172,15754.067420959473
C2-C4-C6-C21-C22,33.980000019073486,13981,11022.51935005188,2379.0993690490723,15395.239114761353
C3-C6-C9-C19-C20,43.77000033855438,13990,11571.128129959106,2387.129545211792,15759.562015533447
C3-C6-C7-C16-C21,12.330000102519989,13992,11075.287342071533,2428.6632537841797,15713.348388671875
C1-C4-C7-C8-C20,21.58000022172928,13985,11100.10027885437,2414.536237716675,15549.359560012817
C1-C4-C6-C8-C20,35.830000042915344,13981,11168.371677398682,2428.7848472595215,15691.097497940063
C3-C4-C10-C20-C23,35.0600004196167,13984,11612.51163482666,2539.011240005493,15953.01866531372
C4-C5-C7-C18-C24,31.220000982284546,13985,10938.952207565308,2365.6632900238037,15557.093620300293
C1-C3-C6-C10-C24,30.84000051021576,13986,10556.51593208313,2370.0332641601562,15329.310655593872
C3-C4-C5-C16-C25,38.679999113082886,13991,10935.011148452759,2363.632917404175,15606.600522994995
C2-C4-C6-C8-C15,44.06999945640564,13982,10775.728940963745,2343.3284759521484,15240.464210510254
