,Unnamed: 0,Combination,C1_DataVolume(MB),C1_FeatureCount,C1_Accuracy(%),C1_Latency(ms),C1_Label0,C1_Label1,C1_Label2,C1_Label3,C1_Label4,C1_Label5,C1_Label6,C1_Label7,C1_Label8,C1_Label9,C2_DataVolume(MB),C2_FeatureCount,C2_Accuracy(%),C2_Latency(ms),C2_Label0,C2_Label1,C2_Label2,C2_Label3,C2_Label4,C2_Label5,C2_Label6,C2_Label7,C2_Label8,C2_Label9,C3_DataVolume(MB),C3_FeatureCount,C3_Accuracy(%),C3_Latency(ms),C3_Label0,C3_Label1,C3_Label2,C3_Label3,C3_Label4,C3_Label5,C3_Label6,C3_Label7,C3_Label8,C3_Label9,C4_DataVolume(MB),C4_FeatureCount,C4_Accuracy(%),C4_Latency(ms),C4_Label0,C4_Label1,C4_Label2,C4_Label3,C4_Label4,C4_Label5,C4_Label6,C4_Label7,C4_Label8,C4_Label9,C5_DataVolume(MB),C5_FeatureCount,C5_Accuracy(%),C5_Latency(ms),C5_Label0,C5_Label1,C5_Label2,C5_Label3,C5_Label4,C5_Label5,C5_Label6,C5_Label7,C5_Label8,C5_Label9,Global_Accuracy(%),Global_DataVolume,Global_Latency_Sum(ms),Global_RoundTime_Max(ms),Combo_List,Old_Combination,New_Combination,Old_Length,_set,_key,normalized_combinations
6518,13943,C7-C9-C10,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,89.248,13985.0,14972.47,3195.43,0.0,C7-C9-C10,C7-C9-C10-C18-C20,3,"frozenset({7, 9, 10, 18, 20})","(7, 9, 10, 18, 20)","7,9,10,18,20"
4339,11764,C3-C6-C10,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,85.872,13982.0,14760.81,2970.94,0.0,C3-C6-C10,C3-C6-C10-C22-C23,3,"frozenset({3, 6, 10, 22, 23})","(3, 6, 10, 22, 23)","3,6,10,22,23"
4355,11780,C3-C7-C8,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,90.494,13990.0,14740.55,2970.94,0.0,C3-C7-C8,C3-C7-C8-C16-C17,3,"frozenset({3, 7, 8, 16, 17})","(3, 7, 8, 16, 17)","3,7,8,16,17"
1123,8548,C1-C4-C10,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,88.114,13983.0,14739.619999999995,2971.99,0.0,C1-C4-C10,C1-C4-C10-C17-C22,3,"frozenset({1, 4, 10, 17, 22})","(1, 4, 10, 17, 22)","1,4,10,17,22"
2751,10176,C2-C5-C7,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,85.948,13995.0,14847.260000000002,3085.44,0.0,C2-C5-C7,C2-C5-C7-C15-C17,3,"frozenset({2, 5, 7, 15, 17})","(2, 5, 7, 15, 17)","2,5,7,15,17"
4593,12018,C3-C8-C10,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,91.19,13980.0,14994.18,3195.43,0.0,C3-C8-C10,C3-C8-C10-C18-C20,3,"frozenset({3, 8, 10, 18, 20})","(3, 8, 10, 18, 20)","3,8,10,18,20"
8833,16258,C5-C7-C9-C10,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,88.704,13995.0,14866.41,3085.44,0.0,C5-C7-C9-C10,C5-C7-C9-C10-C15,4,"frozenset({5, 7, 9, 10, 15})","(5, 7, 9, 10, 15)","5,7,9,10,15"
6879,14304,C1-C2-C8-C9,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,88.986,13990.0,14778.96,2971.99,0.0,C1-C2-C8-C9,C1-C2-C8-C9-C19,4,"frozenset({1, 2, 8, 9, 19})","(1, 2, 8, 9, 19)","1,2,8,9,19"
6561,13986,C8-C9-C10,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,91.884,13985.0,14748.56,2961.66,0.0,C8-C9-C10,C8-C9-C10-C16-C23,3,"frozenset({8, 9, 10, 16, 23})","(8, 9, 10, 16, 23)","8,9,10,16,23"
8674,16099,C4-C6-C8-C9,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,94.71,2967.08,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,81.97,13982.0,14746.11,2967.08,0.0,C4-C6-C8-C9,C4-C6-C8-C9-C21,4,"frozenset({4, 6, 8, 9, 21})","(4, 6, 8, 9, 21)","4,6,8,9,21"
6379,13804,C6-C9-C10,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,82.89399999999999,13984.0,14691.81,2961.66,0.0,C6-C9-C10,C6-C9-C10-C24-C25,3,"frozenset({6, 9, 10, 24, 25})","(6, 9, 10, 24, 25)","6,9,10,24,25"
1084,8509,C1-C4-C9,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,88.498,13994.0,14732.99,2971.99,0.0,C1-C4-C9,C1-C4-C9-C19-C25,3,"frozenset({1, 4, 9, 19, 25})","(1, 4, 9, 19, 25)","1,4,9,19,25"
483,7908,C1-C3-C4,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,83.808,13985.0,15003.91,3195.43,0.0,C1-C3-C4,C1-C3-C4-C20-C24,3,"frozenset({1, 3, 4, 20, 24})","(1, 3, 4, 20, 24)","1,3,4,20,24"
7924,15349,C2-C5-C6-C7,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,80.23400000000001,13988.0,14851.12,3085.44,0.0,C2-C5-C6-C7,C2-C5-C6-C7-C19,4,"frozenset({2, 5, 6, 7, 19})","(2, 5, 6, 7, 19)","2,5,6,7,19"
2771,10196,C2-C5-C7,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,84.70599999999999,13990.0,15103.080000000002,3195.43,0.0,C2-C5-C7,C2-C5-C7-C17-C20,3,"frozenset({2, 5, 7, 17, 20})","(2, 5, 7, 17, 20)","2,5,7,17,20"
2439,9864,C2-C4-C6,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,78.912,13977.0,14680.169999999998,2947.26,0.0,C2-C4-C6,C2-C4-C6-C17-C18,3,"frozenset({2, 4, 6, 17, 18})","(2, 4, 6, 17, 18)","2,4,6,17,18"
457,7882,C1-C3-C4,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,84.714,13985.0,14749.38,2971.99,0.0,C1-C3-C4,C1-C3-C4-C16-C24,3,"frozenset({1, 3, 4, 16, 24})","(1, 3, 4, 16, 24)","1,3,4,16,24"
4104,11529,C3-C5-C10,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,89.724,13990.0,15134.47,3195.43,0.0,C3-C5-C10,C3-C5-C10-C19-C20,3,"frozenset({3, 5, 10, 19, 20})","(3, 5, 10, 19, 20)","3,5,10,19,20"
3755,11180,C3-C4-C9,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,86.092,13983.0,14769.14,2970.94,0.0,C3-C4-C9,C3-C4-C9-C16-C22,3,"frozenset({3, 4, 9, 16, 22})","(3, 4, 9, 16, 22)","3,4,9,16,22"
4338,11763,C3-C6-C10,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,94.71,2967.08,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,86.91799999999999,13988.0,14733.43,2970.94,0.0,C3-C6-C10,C3-C6-C10-C21-C25,3,"frozenset({3, 6, 10, 21, 25})","(3, 6, 10, 21, 25)","3,6,10,21,25"
3715,11140,C3-C4-C8,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,87.406,13978.0,14756.02,2970.94,0.0,C3-C4-C8,C3-C4-C8-C18-C22,3,"frozenset({3, 4, 8, 18, 22})","(3, 4, 8, 18, 22)","3,4,8,18,22"
4731,12156,C4-C5-C7,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,85.244,13994.0,14830.81,3085.44,0.0,C4-C5-C7,C4-C5-C7-C15-C17,3,"frozenset({4, 5, 7, 15, 17})","(4, 5, 7, 15, 17)","4,5,7,15,17"
8624,16049,C4-C5-C9-C10,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,85.902,13989.0,14855.89,3085.44,0.0,C4-C5-C9-C10,C4-C5-C9-C10-C15,4,"frozenset({4, 5, 9, 10, 15})","(4, 5, 9, 10, 15)","4,5,9,10,15"
4122,11547,C3-C5-C10,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,87.666,13991.0,14883.36,3085.44,0.0,C3-C5-C10,C3-C5-C10-C23-C24,3,"frozenset({3, 5, 10, 23, 24})","(3, 5, 10, 23, 24)","3,5,10,23,24"
330,7755,C1-C2-C9,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,88.26199999999999,13990.0,14761.42,2971.99,0.0,C1-C2-C9,C1-C2-C9-C15-C16,3,"frozenset({1, 2, 9, 15, 16})","(1, 2, 9, 15, 16)","1,2,9,15,16"
4417,11842,C3-C7-C9,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,86.34400000000002,13991.0,14749.57,2970.94,0.0,C3-C7-C9,C3-C7-C9-C16-C24,3,"frozenset({3, 7, 9, 16, 24})","(3, 7, 9, 16, 24)","3,7,9,16,24"
2812,10237,C2-C5-C8,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,87.73999999999998,13990.0,14879.940000000002,3085.44,0.0,C2-C5-C8,C2-C5-C8-C15-C23,3,"frozenset({2, 5, 8, 15, 23})","(2, 5, 8, 15, 23)","2,5,8,15,23"
2446,9871,C2-C4-C6,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,79.05199999999999,13982.0,14668.729999999998,2947.26,0.0,C2-C4-C6,C2-C4-C6-C17-C25,3,"frozenset({2, 4, 6, 17, 25})","(2, 4, 6, 17, 25)","2,4,6,17,25"
8781,16206,C5-C6-C8-C9,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,84.324,13983.0,14869.34,3085.44,0.0,C5-C6-C8-C9,C5-C6-C8-C9-C18,4,"frozenset({5, 6, 8, 9, 18})","(5, 6, 8, 9, 18)","5,6,8,9,18"
2705,10130,C2-C5-C6,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,81.11,13983.0,14840.02,3085.44,0.0,C2-C5-C6,C2-C5-C6-C16-C17,3,"frozenset({2, 5, 6, 16, 17})","(2, 5, 6, 16, 17)","2,5,6,16,17"
1426,8851,C1-C5-C10,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,90.96,13989.0,14884.87,3085.44,0.0,C1-C5-C10,C1-C5-C10-C22-C25,3,"frozenset({1, 5, 10, 22, 25})","(1, 5, 10, 22, 25)","1,5,10,22,25"
748,8173,C1-C3-C9,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,92.13,13995.0,14764.51,2971.99,0.0,C1-C3-C9,C1-C3-C9-C18-C25,3,"frozenset({1, 3, 9, 18, 25})","(1, 3, 9, 18, 25)","1,3,9,18,25"
