New_Combination,Global_Accuracy(%),Global_DataVolume,Global_Latency_Sum(ms),Global_RoundTime_Max(ms),Computation_Time(ms)
C2-C5-C8-C10-C18,14.190000295639038,11982,14045.40467262268,2851.409912109375,20834.464073181152
C2-C7-C8-C17-C19,10.39000004529953,11992,14088.046312332153,2853.5730838775635,20689.59951400757
C3-C9-C10-C19-C23,13.63999992609024,11995,13789.250373840332,2821.101665496826,20535.841464996338
C1-C5-C9-C23-C25,12.380000203847885,12000,13830.691814422607,2828.0045986175537,20500.254154205322
C2-C5-C6-C23-C25,11.789999902248383,11992,13980.83209991455,2836.8260860443115,20632.62438774109
C2-C3-C8-C21-C23,11.259999871253967,11992,13716.31932258606,2796.665668487549,20110.106706619263
C3-C4-C7-C10-C17,15.279999375343323,11989,13726.425170898438,2809.1678619384766,20618.229866027832
C3-C6-C10-C17-C24,11.089999973773956,11986,13583.293437957764,2818.9051151275635,20549.67188835144
C3-C7-C8-C17-C25,13.539999723434448,11996,13908.665657043457,2820.9636211395264,20597.495794296265
C1-C5-C8-C21-C25,12.229999899864197,11996,13856.550931930542,2807.7895641326904,20485.40949821472
C1-C7-C10-C21-C24,11.659999936819077,11990,13604.029417037964,2828.2930850982666,20220.62587738037
C2-C3-C6-C19-C23,12.639999389648438,11992,13881.31332397461,2815.396785736084,20714.77723121643
C4-C6-C7-C21-C22,13.62999975681305,11984,13899.956226348877,2847.205877304077,20793.07532310486
C3-C4-C8-C17-C22,11.240000277757645,11984,13637.274265289307,2801.3055324554443,20445.13177871704
C1-C9-C10-C17-C19,11.410000175237656,11995,13819.7762966156,2829.242944717407,20364.06421661377
C1-C6-C8-C17-C23,12.09999993443489,11992,13750.558376312256,2793.182373046875,20456.002950668335
C1-C3-C8-C17-C21,10.930000245571136,11996,13776.741743087769,2789.647102355957,20536.909341812134
C1-C3-C6-C8-C20,11.37000024318695,11989,14279.51169013977,2954.216241836548,27228.495836257935
C1-C2-C4-C7-C18,12.89999932050705,11985,14346.483945846558,2915.454387664795,21226.645708084106
C5-C6-C8-C9-C20,12.250000238418579,11989,14289.914846420288,2906.2657356262207,21208.95767211914
C2-C3-C6-C10-C25,14.37000036239624,11987,14258.28766822815,2871.8795776367188,21235.771417617798
C1-C3-C5-C17-C22,14.499999582767487,11994,13963.236808776855,2859.116315841675,20893.59211921692
C7-C9-C10-C16-C21,16.099999845027924,11992,14333.415985107422,2894.9546813964844,20739.951848983765
C2-C7-C9-C15-C25,15.26000052690506,11996,13990.350246429443,2867.3996925354004,20815.868616104126
C4-C5-C8-C19-C25,12.389999628067017,11990,14146.858930587769,2939.1696453094482,21032.686948776245
C2-C3-C4-C18-C20,15.680000185966492,11982,13678.16972732544,2816.695213317871,20480.453729629517
C3-C6-C10-C16-C23,11.36000007390976,11988,13955.539226531982,2827.3632526397705,20587.15867996216
C1-C4-C6-C18-C20,12.439999729394913,11982,13933.329820632935,2849.277973175049,20743.517875671387
C3-C5-C6-C8-C19,11.129999905824661,11992,14070.16634941101,2923.27880859375,20743.729829788208
C1-C2-C7-C21-C24,9.870000183582306,11991,13710.360765457153,2783.831834793091,20035.062551498413
C2-C5-C10-C18-C20,12.489999830722809,11983,13405.787944793701,2783.421516418457,20172.083139419556
C3-C5-C6-C10-C18,12.960000336170197,11986,12894.107103347778,2804.7568798065186,19228.100299835205
C1-C3-C4-C7-C21,13.570000231266022,11994,13835.081815719604,2861.5646362304688,20820.75047492981
C7-C8-C9-C18-C19,18.02999973297119,11991,13781.070232391357,2804.1985034942627,20281.119346618652
C1-C6-C8-C21-C22,11.20000034570694,11986,13911.094903945923,2814.1252994537354,20349.154233932495
C4-C5-C7-C16-C19,11.249999701976776,11991,13819.637537002563,2817.9075717926025,20689.860820770264
C6-C9-C10-C17-C24,12.1799997985363,11986,13832.29112625122,2813.6377334594727,20463.995933532715
C8-C9-C10-C21-C25,8.269999921321869,11991,13718.307256698608,2810.594081878662,20363.31582069397
C5-C9-C10-C21-C23,10.849999636411667,11995,13300.843477249146,2772.6058959960938,20029.909133911133
C6-C8-C10-C22-C23,11.460000276565552,11981,21027.9221534729,10273.279905319214,27770.222425460815
C6-C8-C9-C10-C22,13.420000672340393,11981,14180.057525634766,2898.15616607666,21133.47625732422
C1-C4-C9-C18-C23,11.100000143051147,11989,14178.164720535278,2894.559860229492,21085.581302642822
C1-C7-C8-C15-C16,13.590000569820404,11993,14217.484951019287,2859.205961227417,20808.170795440674
C1-C2-C3-C5-C15,11.28000020980835,11996,13680.558681488037,2835.692882537842,20545.39203643799
C2-C6-C10-C16-C22,16.899999976158142,11978,14003.85069847107,2808.2377910614014,20648.568391799927
C3-C4-C7-C10-C15,12.110000103712082,11989,13981.332063674927,2850.1992225646973,20763.808012008667
C2-C4-C7-C17-C19,16.459999978542328,11990,13779.704570770264,2800.7259368896484,20667.08493232727
C5-C7-C9-C16-C25,11.089999973773956,11997,13945.878505706787,2868.0784702301025,20829.61392402649
C3-C6-C7-C15-C16,18.98999959230423,11993,13960.02173423767,2826.5013694763184,20597.804307937622
C3-C4-C5-C15-C18,12.42000013589859,11989,13786.582708358765,2818.1910514831543,20880.950927734375
C4-C8-C9-C10-C25,10.86999997496605,11985,13879.900693893433,2815.8891201019287,20558.17699432373
C3-C5-C7-C17-C25,8.420000225305557,12000,13809.08489227295,2793.5807704925537,20472.62740135193
C1-C6-C9-C16-C17,13.609999418258667,11993,13596.429347991943,2812.394618988037,20341.535329818726
C3-C6-C9-C17-C18,11.089999973773956,11991,13670.758247375488,2797.3361015319824,20234.75170135498
C2-C5-C9-C17-C23,13.570000231266022,11996,13697.093486785889,2765.1994228363037,20264.878034591675
C4-C5-C6-C16-C24,11.739999800920486,11982,13820.654153823853,2823.211431503296,20714.035511016846
C1-C2-C4-C6-C17,12.430000305175781,11986,13731.268167495728,2778.9509296417236,20392.345666885376
C1-C5-C9-C16-C17,9.070000052452087,11997,13454.198598861694,2810.8420372009277,20131.457567214966
C2-C8-C9-C17-C23,12.160000205039978,11992,13784.032344818115,2783.745050430298,20345.611095428467
C1-C5-C7-C15-C25,14.60999995470047,12000,13793.091773986816,2808.4864616394043,20210.893392562866
C3-C6-C9-C10-C17,11.85000017285347,11991,13557.794332504272,2784.6360206604004,20467.312812805176
C3-C8-C10-C17-C22,11.20000034570694,11985,13802.104473114014,2795.5899238586426,20504.376888275146
C1-C3-C7-C20-C23,13.019999861717224,11997,13623.854160308838,2831.5727710723877,20312.616109848022
C3-C6-C8-C17-C24,11.089999973773956,11987,13525.62427520752,2793.1525707244873,20210.609674453735
C4-C5-C10-C18-C22,11.890000104904175,11978,13867.201089859009,2792.9210662841797,20581.335306167603
C1-C4-C6-C7-C24,11.089999973773956,11985,13695.185422897339,2804.0473461151123,28911.821603775024
C5-C6-C10-C16-C19,11.129999905824661,11988,14476.536989212036,2989.6838665008545,21473.88768196106
C3-C4-C8-C16-C25,12.919999659061432,11987,14354.113817214966,2926.859140396118,21151.60584449768
C2-C4-C5-C7-C15,12.639999389648438,11990,14275.701522827148,2909.1062545776367,21130.340814590454
C3-C4-C6-C10-C23,11.959999799728394,11985,13971.723318099976,2854.5315265655518,20995.93997001648
C7-C8-C10-C18-C25,11.819999665021896,11986,14309.7665309906,2877.7496814727783,20846.999883651733
C5-C6-C10-C17-C22,12.999999523162842,11985,14072.84164428711,2850.4574298858643,20898.470640182495
C3-C4-C9-C10-C20,14.049999415874481,11986,13798.177719116211,2827.7428150177,20436.021327972412
C1-C4-C6-C10-C25,15.51000028848648,11985,13002.207279205322,2755.4216384887695,19565.874338150024
C1-C3-C9-C17-C20,13.910000026226044,11997,13938.899993896484,2866.702079772949,20479.386806488037
C1-C3-C9-C22-C23,13.78999948501587,11994,14216.339111328125,3043.5380935668945,20997.421741485596
C2-C6-C8-C19-C25,14.020000398159027,11988,13629.700422286987,2808.795690536499,20424.29494857788
C3-C6-C10-C18-C25,12.25999966263771,11986,13752.659559249878,2810.100555419922,20631.916761398315
C1-C2-C5-C6-C25,13.339999318122864,11992,13727.771520614624,2781.8286418914795,20706.32815361023
C1-C2-C4-C17-C24,18.67000013589859,11985,13622.720718383789,2791.624069213867,19996.2215423584
C4-C5-C7-C9-C25,11.089999973773956,11994,13648.079872131348,2756.8464279174805,20204.700469970703
C2-C3-C4-C17-C25,13.660000264644623,11990,13700.799942016602,2807.6579570770264,20358.40106010437
C6-C9-C10-C20-C22,10.369999706745148,11982,13781.235456466675,2794.4388389587402,20109.556674957275
C1-C4-C5-C20-C22,12.890000641345978,11985,13750.065326690674,2813.4782314300537,20381.566762924194
C3-C5-C10-C21-C22,11.089999973773956,11989,13668.214082717896,2804.09574508667,20457.10301399231
C1-C3-C4-C5-C23,12.489999830722809,11994,13721.194744110107,2838.092565536499,20712.59093284607
C5-C8-C10-C23-C25,11.079999804496765,11991,13878.812313079834,2832.4263095855713,20329.830646514893
C5-C6-C9-C24-C25,13.989999890327454,11991,13808.953046798706,2832.418918609619,20648.98920059204
C1-C3-C9-C15-C19,12.189999967813492,12000,13840.72756767273,2802.825689315796,20389.052629470825
C1-C4-C6-C10-C18,12.57999986410141,11980,13622.768640518188,2805.091619491577,20428.768157958984
C4-C6-C7-C20-C25,15.449999272823334,11987,13542.487144470215,2832.279682159424,20370.70608139038
C1-C7-C10-C19-C20,19.40000057220459,11992,14009.289264678955,2840.6457901000977,20550.86064338684
C6-C8-C10-C17-C25,11.270000040531158,11987,13940.63115119934,2824.1631984710693,20452.95810699463
C1-C3-C6-C9-C18,11.59999966621399,11991,13607.483625411987,2807.188034057617,20596.648693084717
C1-C3-C5-C16-C23,13.300000131130219,11997,14250.051736831665,3038.0609035491943,21035.966396331787
C2-C4-C10-C21-C25,14.890000224113464,11985,14080.082893371582,3007.0343017578125,20775.87342262268
C2-C3-C7-C15-C20,14.090000092983246,11993,24518.723726272583,13204.905986785889,31223.873138427734
C1-C4-C9-C16-C19,16.94999933242798,11991,14342.796564102173,2939.2287731170654,21255.831241607666
C2-C6-C8-C15-C17,9.239999949932098,11988,14254.881143569946,2910.7277393341064,21056.4386844635
C1-C3-C6-C19-C22,11.209999769926071,11990,13960.53171157837,2897.282361984253,20971.195220947266
C4-C7-C9-C18-C21,9.950000047683716,11989,14277.575969696045,2909.738540649414,21013.858795166016
C5-C6-C8-C19-C25,12.620000541210175,11992,14076.829433441162,2851.830244064331,20991.241693496704
C2-C3-C5-C18-C24,13.339999318122864,11986,14348.236560821533,2906.771421432495,21226.402521133423
C3-C4-C5-C9-C18,11.100000143051147,11989,14113.017797470093,2869.396686553955,21158.39123725891
C5-C8-C9-C20-C23,11.420000344514847,11993,14254.059791564941,2883.458375930786,20971.36092185974
C1-C3-C4-C5-C22,16.369999945163727,11988,14103.81031036377,2846.538543701172,21040.335416793823
C1-C3-C6-C7-C22,14.540000259876251,11990,13974.647521972656,2844.1364765167236,20657.375812530518
C2-C4-C8-C10-C21,12.1799997985363,11981,13660.600662231445,2808.0568313598633,20540.12680053711
C4-C5-C7-C8-C20,13.060000538825989,11987,13888.705015182495,2796.218156814575,20694.867610931396
C4-C5-C10-C20-C24,12.120000272989273,11981,13763.41986656189,2818.6328411102295,20628.386735916138
C1-C8-C10-C21-C25,11.379999667406082,11991,13754.586458206177,2823.4026432037354,20292.091608047485
C3-C7-C10-C17-C22,11.309999972581863,11989,13756.730794906616,2789.6668910980225,20455.35659790039
C4-C6-C7-C16-C20,19.679999351501465,11984,13787.701606750488,2822.6611614227295,20656.543731689453
C2-C3-C9-C10-C25,13.689999282360077,11991,13586.92979812622,2773.3898162841797,20235.84771156311
C1-C2-C4-C8-C16,12.530000507831573,11983,13780.1194190979,2785.1994037628174,20298.26259613037
C2-C5-C8-C10-C15,15.219999849796295,11987,13594.813823699951,2802.4368286132812,20243.89600753784
C1-C2-C4-C23-C24,12.980000674724579,11985,13465.187549591064,2749.5646476745605,20289.6089553833
C5-C8-C9-C15-C25,10.490000247955322,11996,13798.901557922363,2788.9392375946045,20442.667245864868
C1-C2-C7-C17-C18,11.11999973654747,11991,13816.840648651123,2811.5015029907227,20359.461307525635
C1-C5-C7-C16-C19,11.140000075101852,11997,13494.554042816162,2799.696445465088,20339.442253112793
C4-C5-C8-C18-C23,11.209999769926071,11985,13922.110795974731,2823.9834308624268,20692.803144454956
C1-C6-C8-C9-C19,10.170000046491623,11992,13540.000438690186,2816.725730895996,19917.6664352417
C2-C4-C10-C15-C17,12.449999898672104,11985,12732.60760307312,2590.8827781677246,18984.11750793457
C6-C7-C8-C17-C20,11.20000034570694,11989,13656.382083892822,2818.6941146850586,20490.729808807373
C2-C3-C5-C7-C16,12.250000238418579,11993,13547.642469406128,2797.2114086151123,20530.22599220276
C4-C8-C9-C16-C23,12.34000027179718,11987,13597.165584564209,2818.1443214416504,20162.577152252197
C5-C7-C8-C15-C16,10.980000346899033,11993,13555.806398391724,2766.587495803833,20371.426582336426
C1-C3-C9-C16-C22,13.089999556541443,11991,13780.439376831055,2817.082405090332,20540.75837135315
C1-C3-C7-C16-C25,12.470000237226486,11997,13760.87474822998,2839.9970531463623,20412.492513656616
C1-C4-C9-C17-C22,13.819999992847443,11988,13877.071142196655,2811.290979385376,20592.201232910156
C1-C3-C8-C21-C25,11.52999997138977,11996,13883.426666259766,2826.017379760742,20461.827039718628
C3-C4-C6-C7-C18,11.720000207424164,11985,14315.496921539307,3078.5627365112305,32837.64934539795
C2-C5-C7-C15-C21,11.36000007390976,11996,14912.529706954956,3085.2198600769043,21748.54826927185
C1-C5-C7-C16-C23,12.280000001192093,11997,14558.560132980347,3080.9614658355713,21487.54906654358
C5-C6-C7-C16-C24,16.279999911785126,11988,14606.277704238892,2952.456474304199,21395.564317703247
C2-C3-C10-C20-C25,11.649999767541885,11988,14287.978410720825,2910.9466075897217,21179.417371749878
C1-C3-C7-C8-C23,11.299999803304672,11996,14421.737432479858,2943.186044692993,21258.711099624634
C1-C4-C6-C10-C23,11.110000312328339,11985,14346.835613250732,2925.8651733398438,21258.297204971313
C5-C7-C10-C16-C24,14.949999749660492,11987,14344.138145446777,2919.929265975952,21267.979860305786
C6-C7-C8-C16-C19,16.06000065803528,11989,14510.997295379639,2960.773229598999,21493.287086486816
C3-C5-C10-C16-C17,13.179999589920044,11992,14351.525068283081,2948.052167892456,21941.347122192383
C1-C4-C5-C8-C17,10.740000009536743,11990,14117.292404174805,2871.079444885254,21035.739421844482
C2-C4-C5-C6-C15,13.169999420642853,11986,14039.169549942017,2878.1039714813232,21114.611625671387
C4-C6-C8-C9-C15,12.82999962568283,11986,13974.400520324707,2821.9759464263916,20708.016633987427
C1-C2-C4-C5-C24,11.089999973773956,11985,13901.527881622314,2814.7366046905518,20800.49228668213
C1-C7-C8-C16-C22,11.739999800920486,11987,13970.112085342407,2850.2376079559326,20683.96282196045
C1-C5-C6-C20-C23,10.639999806880951,11993,14244.981288909912,2905.404806137085,21162.838220596313
C1-C2-C3-C10-C23,15.230000019073486,11991,14226.57060623169,2908.3895683288574,21138.371229171753
C3-C4-C5-C15-C23,15.119999647140503,11994,13261.807680130005,2853.5118103027344,19857.808113098145
C1-C4-C5-C8-C15,12.849999964237213,11990,13023.845911026001,2644.5107460021973,19425.32992362976
C3-C4-C5-C17-C20,14.76999968290329,11991,12957.768440246582,2610.217571258545,19452.516794204712
C3-C7-C9-C10-C18,11.980000138282776,11990,12951.869010925293,2634.0506076812744,19337.135076522827
C2-C4-C6-C21-C22,12.1799997985363,11980,12922.896146774292,2614.7940158843994,19316.065311431885
C3-C6-C9-C19-C20,15.09999930858612,11993,12958.021640777588,2623.551607131958,19350.96049308777
C3-C6-C7-C16-C21,10.06999984383583,11993,12811.814308166504,2616.3759231567383,19047.560930252075
C1-C4-C7-C8-C20,12.250000238418579,11987,12723.161220550537,2605.0870418548584,18869.932413101196
C1-C4-C6-C8-C20,11.810000240802765,11983,12713.703632354736,2582.491397857666,18918.52855682373
C3-C4-C10-C20-C23,13.040000200271606,11986,12602.34785079956,2537.189722061157,18878.281831741333
C4-C5-C7-C18-C24,11.819999665021896,11984,12561.974048614502,2524.397373199463,18800.354957580566
C1-C3-C6-C10-C24,12.549999356269836,11986,12573.383808135986,2535.284996032715,18784.810543060303
C3-C4-C5-C16-C25,12.349999696016312,11991,12609.190940856934,2547.9438304901123,19000.277280807495
C2-C4-C6-C8-C15,11.20000034570694,11982,12574.202060699463,2533.05983543396,18799.00026321411
